MacroPlot Purpose,MacroPlot UTM X,MacroPlot UTM Y,MacroPlot UTM Zone,MacroPlot Name,Monitoring Status,Date,Index,Transect,Azimuth,Slope,OneHr,TenHr,HunHr,FWDFuConSt,Comment,UV1,UV2,UV3,NumTran,OneHrTranLen,TenHrTranLen,HunHrTranLen,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Visited
Clark,414504,5342654,11U,FPIPO1D10-23,03Year02,10/11/2014 15:21,-2147483647,2,206,6,0,3,3,LARO,,,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,03Year02,10/11/2014 15:21,-2147483646,3,297,27,3,3,1,LARO,,,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,03Year02,10/11/2014 15:21,-2147483645,4,36,21,11,1,1,LARO,,,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,00Pre,6/27/2010 14:09,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Clark,5341749,413506,11U,FPIPO1D10-26,00Pre,6/27/2010 14:09,-2147483648,1,59,23,8,3,1,LARO,,,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,00Pre,6/27/2010 14:09,-2147483647,2,206,12,4,2,0,LARO,,,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,00Pre,6/27/2010 14:09,-2147483646,3,184,25,8,11,2,LARO,,,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,00Pre,6/27/2010 14:09,-2147483645,4,161,27,15,13,2,LARO,,,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,03Post,7/6/2013 16:08,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Clark,5341749,413506,11U,FPIPO1D10-26,03Post,7/6/2013 16:08,-2147483648,1,59,23,7,7,0,LARO,,,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,03Post,7/6/2013 16:08,-2147483647,2,206,12,0,4,0,LARO,,,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,03Post,7/6/2013 16:08,-2147483646,3,184,25,9,8,1,LARO,,,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,03Post,7/6/2013 16:08,-2147483645,4,161,27,1,6,0,LARO,,,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,03Year01,7/6/2013 13:22,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Clark,5341749,413506,11U,FPIPO1D10-26,03Year01,7/6/2013 13:22,-2147483648,1,59,23,7,7,0,LARO,,,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,03Year01,7/6/2013 13:22,-2147483647,2,206,12,0,4,0,LARO,,,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,03Year01,7/6/2013 13:22,-2147483646,3,184,25,9,8,1,LARO,,,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,03Year01,7/6/2013 13:22,-2147483645,4,161,27,1,6,0,LARO,,,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,03Year02,9/29/2014 15:23,,,,,,,,,,,,,4,6,6,12,CD; JRB,CD; JRB,,,,,TRUE
Clark,5341749,413506,11U,FPIPO1D10-26,03Year02,9/29/2014 15:23,-2147483648,1,59,23,1,2,0,LARO,,,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,03Year02,9/29/2014 15:23,-2147483647,2,206,12,5,3,0,LARO,,,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,03Year02,9/29/2014 15:23,-2147483646,3,184,25,5,7,0,LARO,,,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,03Year02,9/29/2014 15:23,-2147483645,4,161,27,0,2,0,LARO,,,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,15Post,9/28/2015 10:46,,,,,,,,,,,,,4,6,6,12,LGG; AKC,LGG,,,,,TRUE
Clark,5341749,413506,11U,FPIPO1D10-26,15Post,9/28/2015 10:46,-2147483648,1,59,23,21,22,2,LARO,,,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,15Post,9/28/2015 10:46,-2147483647,2,206,12,9,4,0,LARO,,,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,15Post,9/28/2015 10:46,-2147483646,3,184,25,9,7,1,LARO,,,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,15Post,9/28/2015 10:46,-2147483645,4,161,27,2,6,0,LARO,,,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,15Year01,9/28/2015 13:22,,,,,,,,,,,,,4,6,6,12,LGG; AKC,LGG,,,,,TRUE
Clark,5341749,413506,11U,FPIPO1D10-26,15Year01,9/28/2015 13:22,-2147483648,1,59,23,21,22,2,LARO,,,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,15Year01,9/28/2015 13:22,-2147483647,2,206,12,9,4,0,LARO,,,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,15Year01,9/28/2015 13:22,-2147483646,3,184,25,9,7,1,LARO,,,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,15Year01,9/28/2015 13:22,-2147483645,4,161,27,2,6,0,LARO,,,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,15Year05,9/21/2019 14:14,,,,,,,,,,,,,4,6,6,12,IW; AL,IW; AL,,,,,TRUE
Clark,5341749,413506,11U,FPIPO1D10-26,15Year05,9/21/2019 14:14,-2147483648,1,59,23,1,8,3,LARO,,,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,15Year05,9/21/2019 14:14,-2147483647,2,206,12,2,1,0,LARO,,,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,15Year05,9/21/2019 14:14,-2147483646,3,184,25,9,10,1,LARO,,,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,15Year05,9/21/2019 14:14,-2147483645,4,161,27,2,4,0,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-25,00Pre,7/22/2010 9:05,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Clark,5341843,413530,11U,FPIPO1D10-25,00Pre,7/22/2010 9:05,-2147483648,1,317,28,4,3,2,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-25,00Pre,7/22/2010 9:05,-2147483647,2,216,23,4,4,0,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-25,00Pre,7/22/2010 9:05,-2147483646,3,354,35,7,0,0,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-25,00Pre,7/22/2010 9:05,-2147483645,4,300,50,4,2,0,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-25,03Post,7/4/2013 8:56,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Clark,5341843,413530,11U,FPIPO1D10-25,03Post,7/4/2013 8:56,-2147483648,1,321,28,1,2,0,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-25,03Post,7/4/2013 8:56,-2147483647,2,216,23,6,0,0,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-25,03Post,7/4/2013 8:56,-2147483646,3,354,35,5,0,0,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-25,03Post,7/4/2013 8:56,-2147483645,4,6,50,3,0,0,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-25,03Year01,7/4/2013 16:27,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Clark,5341843,413530,11U,FPIPO1D10-25,03Year01,7/4/2013 16:27,-2147483648,1,321,28,1,2,0,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-25,03Year01,7/4/2013 16:27,-2147483647,2,216,23,6,0,0,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-25,03Year01,7/4/2013 16:27,-2147483646,3,354,35,5,0,0,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-25,03Year01,7/4/2013 16:27,-2147483645,4,6,50,3,0,0,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-25,03Year02,10/12/2014 15:22,,,,,,,,,,,,,4,6,6,12,CD; JRB; SM,CD; JRB; SM,,,,,TRUE
Clark,5341843,413530,11U,FPIPO1D10-25,03Year02,10/12/2014 15:22,-2147483648,1,310,28,1,2,0,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-25,03Year02,10/12/2014 15:22,-2147483647,2,216,23,1,2,0,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-25,03Year02,10/12/2014 15:22,-2147483646,3,354,35,17,2,0,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-25,03Year02,10/12/2014 15:22,-2147483645,4,318,50,1,3,0,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-25,03Year05,9/5/2017 9:43,,,,,,,,,,,,,4,6,6,12,MJ.JB,MJ.JB,,,,,TRUE
Clark,5341843,413530,11U,FPIPO1D10-25,03Year05,9/5/2017 9:43,-2147483648,1,300,28,5,12,3,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-25,03Year05,9/5/2017 9:43,-2147483647,2,216,23,4,0,0,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-25,03Year05,9/5/2017 9:43,-2147483646,3,354,35,6,5,1,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-25,03Year05,9/5/2017 9:43,-2147483645,4,6,50,6,8,0,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-27,00Pre,6/25/2010 13:37,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Clark,5341843,413530,11U,FPIPO1D10-27,00Pre,6/25/2010 13:37,-2147483648,1,120,40,7,19,2,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-27,00Pre,6/25/2010 13:37,-2147483647,2,250,9,0,4,3,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-27,00Pre,6/25/2010 13:37,-2147483646,3,76,44,0,0,0,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-27,00Pre,6/25/2010 13:37,-2147483645,4,360,4,0,0,0,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-27,03Post,7/7/2013 12:57,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Clark,5341843,413530,11U,FPIPO1D10-27,03Post,7/7/2013 12:57,-2147483648,1,120,40,2,22,5,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-27,03Post,7/7/2013 12:57,-2147483647,2,250,9,1,6,3,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-27,03Post,7/7/2013 12:57,-2147483646,3,76,44,6,2,0,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-27,03Post,7/7/2013 12:57,-2147483645,4,360,4,2,2,0,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-27,03Year01,7/7/2013 9:51,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Clark,5341843,413530,11U,FPIPO1D10-27,03Year01,7/7/2013 9:51,-2147483648,1,120,40,2,22,5,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-27,03Year01,7/7/2013 9:51,-2147483647,2,250,9,1,6,3,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-27,03Year01,7/7/2013 9:51,-2147483646,3,76,44,6,2,0,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-27,03Year01,7/7/2013 9:51,-2147483645,4,360,4,2,2,0,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-27,03Year02,10/10/2014 15:24,,,,,,,,,,,,,4,6,6,12,JRB; CD; SM,JRB; CD; SM,,,,,TRUE
Clark,5341843,413530,11U,FPIPO1D10-27,03Year02,10/10/2014 15:24,-2147483648,1,120,40,2,19,2,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-27,03Year02,10/10/2014 15:24,-2147483647,2,250,9,0,1,2,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-27,03Year02,10/10/2014 15:24,-2147483646,3,76,44,0,2,0,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-27,03Year02,10/10/2014 15:24,-2147483645,4,360,4,12,11,0,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-27,15Post,9/28/2015 12:57,,,,,,,,,,,,,4,6,6,12,CD,LGG,,,,,TRUE
Clark,5341843,413530,11U,FPIPO1D10-27,15Post,9/28/2015 12:57,-2147483648,1,120,40,5,19,2,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-27,15Post,9/28/2015 12:57,-2147483647,2,250,9,0,3,0,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-27,15Post,9/28/2015 12:57,-2147483646,3,76,44,1,4,0,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-27,15Post,9/28/2015 12:57,-2147483645,4,360,4,5,3,0,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-27,15Year01,9/28/2015 13:17,,,,,,,,,,,,,4,6,6,12,CD,LGG,,,,,TRUE
Clark,5341843,413530,11U,FPIPO1D10-27,15Year01,9/28/2015 13:17,-2147483648,1,120,40,5,19,2,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-27,15Year01,9/28/2015 13:17,-2147483647,2,250,9,0,3,0,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-27,15Year01,9/28/2015 13:17,-2147483646,3,76,44,1,4,0,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-27,15Year01,9/28/2015 13:17,-2147483645,4,360,4,5,3,0,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-27,15Year05,9/22/2019 14:16,,,,,,,,,,,,,4,6,6,12,jlb; al,jlb; al,,,,,TRUE
Clark,5341843,413530,11U,FPIPO1D10-27,15Year05,9/22/2019 14:16,-2147483648,1,120,40,7,15,2,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-27,15Year05,9/22/2019 14:16,-2147483647,2,250,9,0,4,1,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-27,15Year05,9/22/2019 14:16,-2147483646,3,76,44,0,1,0,LARO,,,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-27,15Year05,9/22/2019 14:16,-2147483645,4,360,4,3,3,0,LARO,,,,,,,,,,,,,,,
Copa,413585,5358774,11U,FPIPO1D10-53,00Pre,5/6/2016 13:22,,,,,,,,,,,,,4,6,6,12,CS; JM;CD,CS,,,,,TRUE
Copa,413585,5358774,11U,FPIPO1D10-53,00Pre,5/6/2016 13:22,-2147483648,1,199,15,0,3,4,LARO,,,,,,,,,,,,,,,
Copa,413585,5358774,11U,FPIPO1D10-53,00Pre,5/6/2016 13:22,-2147483647,2,106,13,5,5,0,LARO,,,,,,,,,,,,,,,
Copa,413585,5358774,11U,FPIPO1D10-53,00Pre,5/6/2016 13:22,-2147483646,3,250,31,0,1,0,LARO,,,,,,,,,,,,,,,
Copa,413585,5358774,11U,FPIPO1D10-53,00Pre,5/6/2016 13:22,-2147483645,4,334,14,0,4,4,LARO,,,,,,,,,,,,,,,
Copa,413585,5358774,11U,FPIPO1D10-53,03Post,8/22/2019 10:53,,,,,,,,,,,,,4,6,6,12,AL;MM,AL;MM,,,,,TRUE
Copa,413585,5358774,11U,FPIPO1D10-53,03Post,8/22/2019 10:53,-2147483648,1,199,15,1,1,0,LARO,,,,,,,,,,,,,,,
Copa,413585,5358774,11U,FPIPO1D10-53,03Post,8/22/2019 10:53,-2147483647,2,106,13,3,4,0,LARO,,,,,,,,,,,,,,,
Copa,413585,5358774,11U,FPIPO1D10-53,03Post,8/22/2019 10:53,-2147483646,3,250,31,0,2,0,LARO,,,,,,,,,,,,,,,
Copa,413585,5358774,11U,FPIPO1D10-53,03Post,8/22/2019 10:53,-2147483645,4,334,14,0,3,1,LARO,,,,,,,,,,,,,,,
Copa,413585,5358774,11U,FPIPO1D10-53,03Year02,8/22/2019 10:56,,,,,,,,,,,,,4,6,6,12,AL;MM,AL;MM,,,,,TRUE
Copa,413585,5358774,11U,FPIPO1D10-53,03Year02,8/22/2019 10:56,-2147483648,1,199,15,1,1,0,LARO,,,,,,,,,,,,,,,
Copa,413585,5358774,11U,FPIPO1D10-53,03Year02,8/22/2019 10:56,-2147483647,2,106,13,3,4,0,LARO,,,,,,,,,,,,,,,
Copa,413585,5358774,11U,FPIPO1D10-53,03Year02,8/22/2019 10:56,-2147483646,3,250,31,0,2,0,LARO,,,,,,,,,,,,,,,
Copa,413585,5358774,11U,FPIPO1D10-53,03Year02,8/22/2019 10:56,-2147483645,4,334,14,0,3,1,LARO,,,,,,,,,,,,,,,
Copa,413611,5358714,11U,FPIPO1D10-54,00Pre,5/5/2016 13:22,,,,,,,,,,,,,4,6,6,12,c.drake;m.jacob;c.schneider,mj.cr,,,,,TRUE
Copa,413611,5358714,11U,FPIPO1D10-54,00Pre,5/5/2016 13:22,-2147483648,1,330,6,0,0,0,LARO,,,,,,,,,,,,,,,
Copa,413611,5358714,11U,FPIPO1D10-54,00Pre,5/5/2016 13:22,-2147483647,3,2,17,0,2,0,LARO,,,,,,,,,,,,,,,
Copa,413611,5358714,11U,FPIPO1D10-54,00Pre,5/5/2016 13:22,-2147483646,4,112,45,2,1,0,LARO,,,,,,,,,,,,,,,
Copa,413611,5358714,11U,FPIPO1D10-54,00Pre,5/5/2016 13:22,-2147483645,2,240,15,0,3,2,LARO,,,,,,,,,,,,,,,
Copa,413611,5358714,11U,FPIPO1D10-54,03Post,8/22/2019 10:57,,,,,,,,,,,,,4,6,6,12,AL;JB,AL;JB,,,,,TRUE
Copa,413611,5358714,11U,FPIPO1D10-54,03Post,8/22/2019 10:57,-2147483648,1,330,6,0,1,3,LARO,,,,,,,,,,,,,,,
Copa,413611,5358714,11U,FPIPO1D10-54,03Post,8/22/2019 10:57,-2147483647,2,240,15,0,10,3,LARO,,,,,,,,,,,,,,,
Copa,413611,5358714,11U,FPIPO1D10-54,03Post,8/22/2019 10:57,-2147483646,3,2,17,1,2,1,LARO,,,,,,,,,,,,,,,
Copa,413611,5358714,11U,FPIPO1D10-54,03Post,8/22/2019 10:57,-2147483645,4,112,45,5,1,0,LARO,,,,,,,,,,,,,,,
Copa,413611,5358714,11U,FPIPO1D10-54,03Year02,8/22/2019 10:59,,,,,,,,,,,,,4,6,6,12,AL;JB,AL;JB,,,,,TRUE
Copa,413611,5358714,11U,FPIPO1D10-54,03Year02,8/22/2019 10:59,-2147483648,1,330,6,0,1,3,LARO,,,,,,,,,,,,,,,
Copa,413611,5358714,11U,FPIPO1D10-54,03Year02,8/22/2019 10:59,-2147483647,2,240,15,0,10,3,LARO,,,,,,,,,,,,,,,
Copa,413611,5358714,11U,FPIPO1D10-54,03Year02,8/22/2019 10:59,-2147483646,3,2,17,1,2,1,LARO,,,,,,,,,,,,,,,
Copa,413611,5358714,11U,FPIPO1D10-54,03Year02,8/22/2019 10:59,-2147483645,4,112,45,5,1,0,LARO,,,,,,,,,,,,,,,
Enterprise,405497,5321105,11,FPIPO1D10-17,00Pre,5/8/2008 9:43,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Enterprise,405497,5321105,11,FPIPO1D10-17,00Pre,5/8/2008 9:43,-2147483648,1,253,0,3,6,3,LARO,,,,,,,,,,,,,,,
Enterprise,405497,5321105,11,FPIPO1D10-17,00Pre,5/8/2008 9:43,-2147483647,2,306,5,1,2,0,LARO,,,,,,,,,,,,,,,
Enterprise,405497,5321105,11,FPIPO1D10-17,00Pre,5/8/2008 9:43,-2147483646,3,30,0,3,0,0,LARO,,,,,,,,,,,,,,,
Enterprise,405497,5321105,11,FPIPO1D10-17,00Pre,5/8/2008 9:43,-2147483645,4,25,0,2,4,1,LARO,,,,,,,,,,,,,,,
Enterprise,405497,5321105,11,FPIPO1D10-17,03Post,9/24/2015 14:19,,,,,,,,,,,,,4,6,6,12,cd;ac,cd,,,,,TRUE
Enterprise,405497,5321105,11,FPIPO1D10-17,03Post,9/24/2015 14:19,-2147483648,1,253,0,14,5,0,LARO,,,,,,,,,,,,,,,
Enterprise,405497,5321105,11,FPIPO1D10-17,03Post,9/24/2015 14:19,-2147483647,2,306,5,4,8,0,LARO,,,,,,,,,,,,,,,
Enterprise,405497,5321105,11,FPIPO1D10-17,03Post,9/24/2015 14:19,-2147483646,3,30,0,23,1,1,LARO,,,,,,,,,,,,,,,
Enterprise,405497,5321105,11,FPIPO1D10-17,03Post,9/24/2015 14:19,-2147483645,4,25,1,5,16,1,LARO,,,,,,,,,,,,,,,
Enterprise,405497,5321105,11,FPIPO1D10-17,03Year01,9/24/2015 14:22,,,,,,,,,,,,,4,6,6,12,cd;ac,cd,,,,,TRUE
Enterprise,405497,5321105,11,FPIPO1D10-17,03Year01,9/24/2015 14:22,-2147483648,1,253,0,14,5,0,LARO,,,,,,,,,,,,,,,
Enterprise,405497,5321105,11,FPIPO1D10-17,03Year01,9/24/2015 14:22,-2147483647,2,306,5,4,8,0,LARO,,,,,,,,,,,,,,,
Enterprise,405497,5321105,11,FPIPO1D10-17,03Year01,9/24/2015 14:22,-2147483646,3,30,0,23,1,1,LARO,,,,,,,,,,,,,,,
Enterprise,405497,5321105,11,FPIPO1D10-17,03Year01,9/24/2015 14:22,-2147483645,4,25,1,5,16,1,LARO,,,,,,,,,,,,,,,
Enterprise,405497,5321105,11,FPIPO1D10-17,03Year02,9/24/2016 11:18,,,,,,,,,,,,,4,6,6,12,cs mj,cs mj,,,,,TRUE
Enterprise,405497,5321105,11,FPIPO1D10-17,03Year02,9/24/2016 11:18,-2147483648,1,253,0,11,4,1,LARO,,,,,,,,,,,,,,,
Enterprise,405497,5321105,11,FPIPO1D10-17,03Year02,9/24/2016 11:18,-2147483647,2,306,5,2,1,0,LARO,,,,,,,,,,,,,,,
Enterprise,405497,5321105,11,FPIPO1D10-17,03Year02,9/24/2016 11:18,-2147483646,3,30,0,11,1,1,LARO,,,,,,,,,,,,,,,
Enterprise,405497,5321105,11,FPIPO1D10-17,03Year02,9/24/2016 11:18,-2147483645,4,25,1,4,22,1,LARO,,,,,,,,,,,,,,,
Enterprise,405497,5321105,11,FPIPO1D10-17,03Year05,10/4/2019 14:10,,,,,,,,,,,,,4,6,6,12,iw; mm,iw; mm,,,,,TRUE
Enterprise,405497,5321105,11,FPIPO1D10-17,03Year05,10/4/2019 14:10,-2147483646,1,253,0,3,1,0,LARO,,,,,,,,,,,,,,,
Enterprise,405497,5321105,11,FPIPO1D10-17,03Year05,10/4/2019 14:10,-2147483645,2,306,5,4,0,0,LARO,,,,,,,,,,,,,,,
Enterprise,405497,5321105,11,FPIPO1D10-17,03Year05,10/4/2019 14:10,-2147483644,3,30,0,7,0,0,LARO,,,,,,,,,,,,,,,
Enterprise,405497,5321105,11,FPIPO1D10-17,03Year05,10/4/2019 14:10,-2147483643,4,25,1,3,2,0,LARO,,,,,,,,,,,,,,,
Enterprise,405623,5321161,11,FPIPO1D10-19,00Pre,5/2/2008 11:43,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Enterprise,405623,5321161,11,FPIPO1D10-19,00Pre,5/2/2008 11:43,-2147483648,1,272,24,3,1,0,LARO,,,,,,,,,,,,,,,
Enterprise,405623,5321161,11,FPIPO1D10-19,00Pre,5/2/2008 11:43,-2147483647,2,157,27,3,7,0,LARO,,,,,,,,,,,,,,,
Enterprise,405623,5321161,11,FPIPO1D10-19,00Pre,5/2/2008 11:43,-2147483646,3,204,10,9,0,0,LARO,,,,,,,,,,,,,,,
Enterprise,405623,5321161,11,FPIPO1D10-19,00Pre,5/2/2008 11:43,-2147483645,4,253,10,23,7,0,LARO,,,,,,,,,,,,,,,
Enterprise,405623,5321161,11,FPIPO1D10-19,03Post,6/22/2015 14:34,,,,,,,,,,,,,4,6,6,12,BAF; CNR; JRZ,LGG,,,,,TRUE
Enterprise,405623,5321161,11,FPIPO1D10-19,03Post,6/22/2015 14:34,-2147483648,1,272,24,10,2,2,LARO,,,,,,,,,,,,,,,
Enterprise,405623,5321161,11,FPIPO1D10-19,03Post,6/22/2015 14:34,-2147483647,2,157,27,4,13,0,LARO,,,,,,,,,,,,,,,
Enterprise,405623,5321161,11,FPIPO1D10-19,03Post,6/22/2015 14:34,-2147483646,3,204,10,1,0,0,LARO,,,,,,,,,,,,,,,
Enterprise,405623,5321161,11,FPIPO1D10-19,03Post,6/22/2015 14:34,-2147483645,4,253,10,5,5,0,LARO,,,,,,,,,,,,,,,
Enterprise,405623,5321161,11,FPIPO1D10-19,03Year01,6/22/2015 14:36,,,,,,,,,,,,,4,6,6,12,BAF; CNR; JRZ,LGG,,,,,TRUE
Enterprise,405623,5321161,11,FPIPO1D10-19,03Year01,6/22/2015 14:36,-2147483648,1,272,24,10,2,2,LARO,,,,,,,,,,,,,,,
Enterprise,405623,5321161,11,FPIPO1D10-19,03Year01,6/22/2015 14:36,-2147483647,2,157,27,4,13,0,LARO,,,,,,,,,,,,,,,
Enterprise,405623,5321161,11,FPIPO1D10-19,03Year01,6/22/2015 14:36,-2147483646,3,204,10,1,0,0,LARO,,,,,,,,,,,,,,,
Enterprise,405623,5321161,11,FPIPO1D10-19,03Year01,6/22/2015 14:36,-2147483645,4,253,10,5,5,0,LARO,,,,,,,,,,,,,,,
Enterprise,405623,5321161,11,FPIPO1D10-19,03Year02,9/22/2016 11:24,,,,,,,,,,,,,4,6,6,12,MJ.CS,MJ.CS,,,,,TRUE
Enterprise,405623,5321161,11,FPIPO1D10-19,03Year02,9/22/2016 11:24,-2147483648,1,272,24,2,4,0,LARO,,,,,,,,,,,,,,,
Enterprise,405623,5321161,11,FPIPO1D10-19,03Year02,9/22/2016 11:24,-2147483647,2,157,27,5,5,1,LARO,,,,,,,,,,,,,,,
Enterprise,405623,5321161,11,FPIPO1D10-19,03Year02,9/22/2016 11:24,-2147483646,3,204,10,1,0,0,LARO,,,,,,,,,,,,,,,
Enterprise,405623,5321161,11,FPIPO1D10-19,03Year02,9/22/2016 11:24,-2147483645,4,253,10,9,8,0,LARO,,,,,,,,,,,,,,,
Enterprise,405623,5321161,11,FPIPO1D10-19,03Year05,10/5/2019 14:12,,,,,,,,,,,,,4,6,6,12,AL; MM,AL; MM,,,,,TRUE
Enterprise,405623,5321161,11,FPIPO1D10-19,03Year05,10/5/2019 14:12,-2147483648,1,272,24,13,2,0,LARO,,,,,,,,,,,,,,,
Enterprise,405623,5321161,11,FPIPO1D10-19,03Year05,10/5/2019 14:12,-2147483647,2,157,27,6,0,2,LARO,,,,,,,,,,,,,,,
